parish,county
Tynderö,Västernorrlands
Tyngsjö,Dalarnas
Tynnered,Västra Götalands
Tynnereds kbfd,Västra Götalands
Tyresö,Stockholms
Tyska Sankta Gertrud,Stockholms
Tysslinge,Örebro
Tystberga,Södermanlands
Ucklum,Västra Götalands
Uddevalla,Västra Götalands
Ugglum,Skaraborgs
Ukna,Kalmar
Ullånger,Västernorrlands
Ullared,Hallands
Ullasjö,Älvsborgs
Ullene,Skaraborgs
Ullerud,Värmlands
Ullervad,Skaraborgs
Ullstorp,Kristianstads
Ulricehamn,Älvsborgs
Ulrika,Östergötlands
Umeå landsförsamling,Västerbottens
Umeå landsförsamlings södra kbfd,Västerbottens
Umeå stadsförsamling,Västerbottens
Umnäs kbfd,Västerbottens
Undenäs,Skaraborgs
Undersåker,Jämtlands
Undersåkers lappförsamling,Jämtlands
Undersvik,Gävleborgs
Ununge,Stockholms
Uplanda,Skaraborgs
Uppåkra,Skåne
Upphärad,Älvsborgs
Upplands artilleriregemente,Uppsala
Uppsala,Uppsala
Uppsala domkyrkoförsamling,Uppsala
Uppsala-Näs,Uppsala
Uråsa,Kronobergs
Urshult,Kronobergs
Utby,Västra Götalands
Utby,Skaraborgs
Utö,Stockholms
Utvängstorp,Skaraborgs
Uvered,Skaraborgs
Vä,Kristianstads
Väckelsång,Kronobergs
Väcklinge,Jönköpings
Vad,Skaraborgs
Vada,Stockholms
Väddö,Stockholms
Vadensjö,Skåne
Väderstad,Östergötlands
Vadsbro,Södermanlands
Vadstena,Östergötlands
Vadstena hospitalsförsamling,Östergötlands
Vadstena krigsmanshusförsamling,Östergötlands
Vagnhärad,Södermanlands
Vaksala,Uppsala
Väla,Skaraborgs
Valbo,Gävleborgs
Valbo-Ryr,Västra Götalands
Valdemarsvik,Östergötlands
Valdshult,Jönköpings
Välinge,Skåne
Valinge,Hallands
Vall,Gotlands
Valla,Västra Götalands
Vallby,Kristianstads
Vallby,Uppsala
Vallby,Södermanlands
Vallda,Hallands
Valleberga,Skåne
Vallentuna,Stockholms
Vallerstad,Östergötlands
Vallgårda,Jönköpings
Vällingby,Stockholms
Vällingby kbfd,Stockholms
Vallkärra,Skåne
Vallsjö,Jönköpings
Vallstena,Gotlands
Välluv,Skåne
Valö,Uppsala
Valstad,Skaraborgs
Valtorp,Skaraborgs
Våmb,Skaraborgs
Våmhus,Dalarnas
Våmhus baptistförsamling,Dalarnas
Vamlingbo,Gotlands
Väne-Åsaka,Älvsborgs
Vänersborg,Älvsborgs
Vänersborgs landsförsarnling,Älvsborgs
Vänersnäs,Älvsborgs
Väne-Ryr,Älvsborgs
Vånga,Kristianstads
Vänga,Älvsborgs
Vånga,Östergötlands
Vänge,Uppsala
Vänge,Gotlands
Vankiva,Kristianstads
Vännäs,Västerbottens
Vännäsbygdens kbfd,Västerbottens
Vännäs centralorts kbfd,Västerbottens
Vansbro kbfd,Dalarnas
Vansö,Södermanlands
Vanstad,Skåne
Vantinge,Kristianstads
Vantör,Stockholms
Vapnö,Hallands
Vara,Skaraborgs
Varberg,Hallands
Varbergs slottsförsamling,Hallands
Varbergs straffängelse,Hallands
Vårdinge,Stockholms
Vårdnäs,Östergötlands
Vårdsberg,Östergötlands
Vår Fru,Uppsala
Vårfrukyrka,Uppsala
Vargöns kbfd,Älvsborgs
Väring,Skaraborgs
Vårkumla,Skaraborgs
Värmdö,Stockholms
Värmskog,Värmlands
Värna,Östergötlands
Värnamo,Jönköpings
Varnhem,Skaraborgs
Varnum,Älvsborgs
Varnum,Skaraborgs
Varnum,Värmlands
Värö,Hallands
Varola,Skaraborgs
Värsås,Skaraborgs
Vartofta-Åsaka,Skaraborgs
Varv,Skaraborgs
Varvet,Västra Götalands
Vårvik,Älvsborgs
Varv och Styra,Östergötlands
Väsby,Skåne
Väse,Värmlands
Väskinde,Gotlands
Vassända-Naglum,Älvsborgs
Vässby,Skaraborgs
Vassunda,Uppsala
Västanå bruksförsamling,Västernorrlands
Västanfors,Västmanlands
Västeråker,Uppsala
Västerås Badelunda,Västmanlands
Västerås-Barkarö,Västmanlands
Västerås domkyrkoförsamling,Västmanlands
Västerås Lundby,Västmanlands
Västerås Skerike,Västmanlands
Västerfärnebo,Västmanlands
Västergarn,Gotlands
Västerhaninge,Stockholms
Västerhejde,Gotlands
Västerhus,Jämtlands
Västerlanda,Älvsborgs
Västerled,Stockholms
Västerljung,Södermanlands
Västerlösa,Östergötlands
Västerlövsta,Västmanlands
Västermo,Södermanlands
Västerplana,Skaraborgs
Västerstad,Skåne
Västertälje,Stockholms
Västervåla,Västmanlands
Västervånga,Älvsborgs
Västervik,Kalmar
Västland,Uppsala
Västmanlands trängkår,Västmanlands
Västra Ämtervik,Värmlands
Västra Aros,Västmanlands
Västra Broby,Kristianstads
Västra Ed,Kalmar
Västra Eneby,Östergötlands
Västra Fågelvik,Värmlands
Västra Frölunda,Västra Götalands
Västra Frölunda kbfd,Västra Götalands
Västra Gerum,Skaraborgs
Västra Harg,Östergötlands
Västra Hoby,Skåne
Västra Husby,Östergötlands
Västra Ingelstad,Skåne
Västra Jät,Kronobergs
Västra Karaby,Skåne
Västra Kärrstorp,Skåne
Västra Karup,Kristianstads
Västra Klagstorp,Skåne
Västra Nöbbelöv,Skåne
Västra Ny,Östergötlands
Västra Ryd,Stockholms
Västra Ryd,Östergötlands
Västra Sallerups kbfd,Skåne
Västra Skedvi,Västmanlands
Västra Skrävlinge,Skåne
Västra Skrukeby,Östergötlands
Västra Sönnarslöv,Kristianstads
Västra Stenby,Östergötlands
Västra Strö,Skåne
Västra Sund,Värmlands
Västra Tollstad,Östergötlands
Västra Tommarp,Skåne
Västra Torsås,Kronobergs
Västra Torup,Kristianstads
Västra Tunhem,Älvsborgs
Västra Tunhems kbfd,Älvsborgs
Västra Vemmenhög,Skåne
Västra Vemmerlöv,Skåne
Västra Vingåker,Södermanlands
Västra Vram,Kristianstads
Västrum,Kalmar
Väte,Gotlands
Våthult,Jönköpings
Vätö,Stockholms
Vättak,Skaraborgs
Vättlösa,Skaraborgs
Väversunda,Östergötlands
Vaxholm,Stockholms
Växjö domkyrkoförsamling,Kronobergs
Växjö hospitalsförsamling,Kronobergs
Växjö landsförsamling,Kronobergs
Växjö mosaiska,Kronobergs
Våxtorp,Hallands
Veberöd,Skåne
Veckholm,Uppsala
Vedby,Kristianstads
Veddige,Hallands
Vederslöv,Kronobergs
Vedevåg,Örebro
Vedum,Skaraborgs
Veinge,Hallands
Velinga,Skaraborgs
Vellinge,Skåne
Vemdalen,Jämtlands
Vemmenhög,Skåne
Vena,Kalmar
Vena kbfd,Kalmar
Vendel,Uppsala
Venjan,Dalarnas
Venjans kbfd,Dalarnas
Ventlinge,Kalmar
Verum,Kristianstads
Vesene,Älvsborgs
Vessige,Hallands
Veta,Östergötlands
Vetlanda,Jönköpings
Viby,Örebro
Viby,Östergötlands
Vibyggerå,Västernorrlands
Vickleby,Kalmar
Vidbo,Stockholms
Vika,Dalarnas
Viken,Skåne
Viker,Örebro
Vikingstad,Östergötlands
Viklau,Gotlands
Viksjö,Västernorrlands
Viksta,Uppsala
Viktoria,Kalmar
Vilhelmina,Västerbottens
Vilhelmina kbfd,Västerbottens
Villberga,Uppsala
Villie,Skåne
Villstad,Jönköpings
Vilske-Kleva,Skaraborgs
Vimmerby,Kalmar
Vimmerby landsförsamling,Kalmar
Vinberg,Hallands
Vindeln,Västerbottens
Vinköl,Skaraborgs
Vinnerstad,Östergötlands
Vinslöv,Kristianstads
Vintrosa,Örebro
Vireda,Jönköpings
Virestad,Skåne
Virestad,Kronobergs
Virke,Skåne
Virserum,Kalmar
Visby,Gotlands
Visby domkyrkoförsamling,Gotlands
Visby landsförsamling,Gotlands
Visby norra landsförsamling,Gotlands
Visby ryska,Gotlands
Visingsö,Jönköpings
Vislanda,Kronobergs
Visnum,Värmlands
Visnums-Kil,Värmlands
Vissefjärda,Kalmar
Visseltofta,Kristianstads
Vist,Älvsborgs
Vist,Skaraborgs
Vist,Östergötlands
Vistorp,Skaraborgs
Vitaby,Kristianstads
Vitsand,Värmlands
Vittangi,Norrbottens
Vittaryd,Kronobergs
Vittinge,Västmanlands
Vitträsks kbfd,Norrbottens
Vittsjö,Kristianstads
Vittskövle,Kristianstads
Vollsjö,Skåne
Vomb,Skåne
Voxna,Gävleborgs
Voxtorp,Kalmar
Vrå,Kronobergs
Vram,Kristianstads
Vrem,Västra Götalands
Vrena,Södermanlands
Vreta kloster,Östergötlands
Vrigstad,Jönköpings
Vuollerim,Norrbottens
Vuollerims kbfd,Norrbottens
Yllestad,Skaraborgs
Ysane,Blekinge
Ysby,Hallands
Ystad,Skåne
Ystads garnisonsförsamling,Skåne
Ystads Sankt Petri,Skåne
Ytterby,Västra Götalands
Yttergran,Uppsala
Ytterhogdal,Jämtlands
Ytterjärna,Stockholms
Ytterlännäs,Västernorrlands
Ytterselö,Södermanlands
Yxnerum,Östergötlands
Voxtorp,Jönköpings
